Date,Week,SKU,Brand,Price,ACV,Is_New_Product,Post_Launch,Sales_Volume
2023-09-04,36,SKU_B1,Brand_B,1.96,0.88,0,0,18941
2023-09-04,36,SKU_B2,Brand_B,2.11,0.95,0,0,11257
2023-09-11,37,SKU_A1,Brand_A,2.1,0.92,0,0,20780
2023-09-11,37,SKU_A2,Brand_A,2.4,0.89,0,0,8629
2023-09-11,37,SKU_B1,Brand_B,1.82,0.98,0,0,26891
2023-09-11,37,SKU_C1,Brand_C,2.24,0.81,0,0,6150
2023-09-18,38,SKU_A1,Brand_A,1.86,0.93,0,0,29710
2023-09-18,38,SKU_A2,Brand_A,2.44,0.93,0,0,6389
2023-09-18,38,SKU_B1,Brand_B,1.91,0.94,0,0,16225
2023-09-18,38,SKU_B2,Brand_B,2.14,0.91,0,0,9900
2023-09-18,38,SKU_C1,Brand_C,2.01,0.8,0,0,11115
2023-09-25,39,SKU_A1,Brand_A,2.12,0.98,0,0,18452
2023-09-25,39,SKU_A2,Brand_A,2.47,0.93,0,0,9576
2023-09-25,39,SKU_B1,Brand_B,1.82,0.82,0,0,18225
2023-09-25,39,SKU_B2,Brand_B,2.13,0.84,0,0,9914
2023-09-25,39,SKU_C1,Brand_C,1.95,0.8,0,0,13723
2023-10-02,40,SKU_A1,Brand_A,2.16,0.84,0,0,13463
2023-10-02,40,SKU_A2,Brand_A,2.68,0.92,0,0,4232
2023-10-02,40,SKU_B1,Brand_B,1.82,0.83,0,0,26916
2023-10-02,40,SKU_B2,Brand_B,2.1,0.83,0,0,8812
2023-10-02,40,SKU_C1,Brand_C,1.95,0.97,0,0,16255
2023-10-09,41,SKU_A1,Brand_A,2.03,0.9,0,0,19097
2023-10-09,41,SKU_A2,Brand_A,2.66,0.97,0,0,5044
2023-10-09,41,SKU_B1,Brand_B,2.01,0.95,0,0,19206
2023-10-09,41,SKU_B2,Brand_B,2.05,0.87,0,0,17833
2023-10-09,41,SKU_C1,Brand_C,2.06,0.85,0,0,11491
2023-10-16,42,SKU_A1,Brand_A,2.06,0.9,0,0,24679
2023-10-16,42,SKU_A2,Brand_A,2.41,0.96,0,0,9123
2023-10-16,42,SKU_B1,Brand_B,2.01,0.96,0,0,19735
2023-10-16,42,SKU_B2,Brand_B,2.27,0.95,0,0,10312
2023-10-16,42,SKU_C1,Brand_C,2.14,0.94,0,0,12093
2023-10-23,43,SKU_A1,Brand_A,2.11,0.89,0,0,22338
2023-10-23,43,SKU_A2,Brand_A,2.55,0.85,0,0,7207
2023-10-23,43,SKU_B1,Brand_B,1.94,0.9,0,0,21948
2023-10-23,43,SKU_B2,Brand_B,2.29,0.9,0,0,10518
2023-10-23,43,SKU_C1,Brand_C,2.26,0.86,0,0,10383
2023-10-30,44,SKU_A1,Brand_A,1.85,0.96,0,0,30650
2023-10-30,44,SKU_A2,Brand_A,2.69,0.97,0,0,4158
2023-10-30,44,SKU_B2,Brand_B,2.03,0.86,0,0,15597
2023-10-30,44,SKU_C1,Brand_C,2.16,0.88,0,0,8879
2023-11-06,45,SKU_A1,Brand_A,2.14,0.83,0,0,20061
2023-11-06,45,SKU_A2,Brand_A,2.47,0.91,0,0,8519
2023-11-06,45,SKU_B1,Brand_B,1.87,0.85,0,0,23516
2023-11-06,45,SKU_B2,Brand_B,2.34,0.84,0,0,8583
2023-11-06,45,SKU_C1,Brand_C,2.0,0.81,0,0,11794
2023-11-13,46,SKU_A1,Brand_A,1.88,0.81,0,0,26632
2023-11-13,46,SKU_A2,Brand_A,2.67,0.91,0,0,3990
2023-11-13,46,SKU_B1,Brand_B,1.78,0.82,0,0,24438
2023-11-13,46,SKU_B2,Brand_B,2.27,0.88,0,0,7171
2023-11-13,46,SKU_C1,Brand_C,1.95,0.9,0,0,10239
2023-11-20,47,SKU_A1,Brand_A,2.09,0.81,0,0,14328
2023-11-20,47,SKU_A2,Brand_A,2.4,0.98,0,0,8954
2023-11-20,47,SKU_B1,Brand_B,1.79,0.89,0,0,31583
2023-11-20,47,SKU_B2,Brand_B,2.22,0.8,0,0,9980
2023-11-20,47,SKU_C1,Brand_C,2.04,0.89,0,0,11929
2023-11-27,48,SKU_A1,Brand_A,2.04,0.93,0,0,22989
2023-11-27,48,SKU_A2,Brand_A,2.31,0.97,0,0,12760
2023-11-27,48,SKU_B1,Brand_B,1.96,0.96,0,0,20732
2023-11-27,48,SKU_B2,Brand_B,2.28,0.94,0,0,12295
2023-11-27,48,SKU_C1,Brand_C,1.96,0.96,0,0,17150
2023-12-04,49,SKU_A2,Brand_A,2.56,0.89,0,0,6447
2023-12-04,49,SKU_B1,Brand_B,1.92,0.93,0,0,23744
2023-12-04,49,SKU_B2,Brand_B,2.09,0.92,0,0,15517
2023-12-11,50,SKU_A1,Brand_A,2.0,0.96,0,0,29397
2023-12-11,50,SKU_B1,Brand_B,2.03,0.84,0,0,18202
2023-12-11,50,SKU_B2,Brand_B,2.24,0.91,0,0,13580
2023-12-11,50,SKU_C1,Brand_C,2.17,0.96,0,0,17348
2023-12-18,51,SKU_A2,Brand_A,2.61,0.82,0,0,7538
2023-12-18,51,SKU_B1,Brand_B,2.04,0.88,0,0,19506
2023-12-18,51,SKU_B2,Brand_B,2.14,0.95,0,0,12644
2023-12-18,51,SKU_C1,Brand_C,2.08,0.84,0,0,17159
2023-12-25,52,SKU_A1,Brand_A,1.93,0.81,0,0,27145
2023-12-25,52,SKU_A2,Brand_A,2.51,0.97,0,0,8087
2023-12-25,52,SKU_B1,Brand_B,1.84,0.89,0,0,22924
2023-12-25,52,SKU_B2,Brand_B,2.04,0.83,0,0,14999
2023-12-25,52,SKU_C1,Brand_C,2.08,0.89,0,0,12779
2024-01-01,53,SKU_A1,Brand_A,2.06,0.88,0,1,15176
2024-01-01,53,SKU_A2,Brand_A,2.58,0.95,0,1,5052
2024-01-01,53,SKU_C1,Brand_C,1.94,0.97,0,1,18230
2024-01-01,53,SKU_A3,Brand_A,2.2,0.4,1,1,12203
2024-01-08,54,SKU_A1,Brand_A,2.05,0.95,0,1,21695
2024-01-08,54,SKU_A2,Brand_A,2.47,0.95,0,1,7585
2024-01-08,54,SKU_B1,Brand_B,1.78,0.9,0,1,22394
2024-01-08,54,SKU_B2,Brand_B,2.27,0.87,0,1,6979
2024-01-08,54,SKU_C1,Brand_C,2.08,0.84,0,1,9358
2024-01-15,55,SKU_A1,Brand_A,2.03,0.94,0,1,20401
2024-01-15,55,SKU_A2,Brand_A,2.68,0.8,0,1,4012
2024-01-15,55,SKU_B2,Brand_B,2.11,0.97,0,1,13435
2024-01-15,55,SKU_C1,Brand_C,1.95,0.97,0,1,14213
2024-01-15,55,SKU_A3,Brand_A,2.29,0.5,1,1,10753
2024-01-22,56,SKU_A1,Brand_A,2.06,0.83,0,1,20829
2024-01-22,56,SKU_A2,Brand_A,2.34,0.9,0,1,8356
2024-01-22,56,SKU_B1,Brand_B,1.83,0.97,0,1,31407
2024-01-22,56,SKU_C1,Brand_C,2.14,0.97,0,1,13457
2024-01-22,56,SKU_A3,Brand_A,2.44,0.55,1,1,10091
2024-01-29,57,SKU_A1,Brand_A,2.05,0.82,0,1,17639
2024-01-29,57,SKU_B1,Brand_B,1.97,0.96,0,1,23311
2024-01-29,57,SKU_B2,Brand_B,2.03,0.92,0,1,17803
2024-01-29,57,SKU_C1,Brand_C,2.14,0.9,0,1,12017
2024-01-29,57,SKU_A3,Brand_A,2.33,0.6,1,1,12959
2024-02-05,58,SKU_A1,Brand_A,2.13,0.83,0,1,16725
2024-02-05,58,SKU_A2,Brand_A,2.44,0.81,0,1,7603
2024-02-05,58,SKU_B1,Brand_B,1.91,0.81,0,1,23436
2024-02-05,58,SKU_B2,Brand_B,2.21,0.96,0,1,16665
2024-02-05,58,SKU_C1,Brand_C,2.15,0.9,0,1,12028
2024-02-05,58,SKU_A3,Brand_A,2.36,0.65,1,1,15315
2024-02-12,59,SKU_A1,Brand_A,2.08,0.86,0,1,21113
2024-02-12,59,SKU_A2,Brand_A,2.67,0.84,0,1,4765
2024-02-12,59,SKU_B1,Brand_B,1.87,0.83,0,1,27003
2024-02-12,59,SKU_B2,Brand_B,2.21,0.91,0,1,11798
2024-02-12,59,SKU_C1,Brand_C,1.96,0.94,0,1,17754
2024-02-12,59,SKU_A3,Brand_A,2.4,0.7,1,1,14325
2024-02-19,60,SKU_A1,Brand_A,2.01,0.97,0,1,28417
2024-02-19,60,SKU_A2,Brand_A,2.64,0.84,0,1,5504
2024-02-19,60,SKU_B1,Brand_B,2.03,0.82,0,1,18081
2024-02-19,60,SKU_B2,Brand_B,2.33,0.96,0,1,13184
2024-02-19,60,SKU_C1,Brand_C,2.2,0.94,0,1,12111
2024-02-19,60,SKU_A3,Brand_A,2.26,0.75,1,1,23924
2024-02-26,61,SKU_A1,Brand_A,1.9,0.89,0,1,23227
2024-02-26,61,SKU_A2,Brand_A,2.45,0.81,0,1,6529
2024-02-26,61,SKU_B1,Brand_B,1.76,0.82,0,1,28664
2024-02-26,61,SKU_C1,Brand_C,2.04,0.89,0,1,12590
2024-02-26,61,SKU_A3,Brand_A,2.35,0.8,1,1,18593
2024-03-04,62,SKU_A1,Brand_A,1.87,0.92,0,1,30670
2024-03-04,62,SKU_A2,Brand_A,2.7,0.95,0,1,4437
2024-03-04,62,SKU_B1,Brand_B,1.94,0.86,0,1,22891
2024-03-04,62,SKU_B2,Brand_B,2.17,0.82,0,1,16433
2024-03-04,62,SKU_C1,Brand_C,2.23,0.88,0,1,9257
2024-03-04,62,SKU_A3,Brand_A,2.27,0.85,1,1,20657
2024-03-11,63,SKU_A1,Brand_A,1.88,0.9,0,1,29511
2024-03-11,63,SKU_A2,Brand_A,2.34,0.89,0,1,7878
2024-03-11,63,SKU_B1,Brand_B,1.79,0.86,0,1,23922
2024-03-11,63,SKU_B2,Brand_B,2.16,0.87,0,1,13770
2024-03-11,63,SKU_C1,Brand_C,2.09,0.94,0,1,10952
2024-03-11,63,SKU_A3,Brand_A,2.37,0.9,1,1,20792
2024-03-18,64,SKU_A1,Brand_A,2.01,0.83,0,1,19631
2024-03-18,64,SKU_A2,Brand_A,2.57,0.81,0,1,6460
2024-03-18,64,SKU_B1,Brand_B,1.77,0.93,0,1,26402
2024-03-18,64,SKU_B2,Brand_B,2.13,0.86,0,1,14818
2024-03-18,64,SKU_C1,Brand_C,2.19,0.92,0,1,9868
2024-03-18,64,SKU_A3,Brand_A,2.15,0.95,1,1,29807
2024-03-25,65,SKU_A2,Brand_A,2.32,0.97,0,1,16922
2024-03-25,65,SKU_B1,Brand_B,1.99,0.85,0,1,22325
2024-03-25,65,SKU_B2,Brand_B,2.23,0.93,0,1,13761
2024-03-25,65,SKU_C1,Brand_C,2.2,0.92,0,1,12186
2024-03-25,65,SKU_A3,Brand_A,2.46,0.84,1,1,16452
2024-04-01,66,SKU_A1,Brand_A,2.12,0.95,0,1,22140
2024-04-01,66,SKU_A2,Brand_A,2.6,0.88,0,1,6935
2024-04-01,66,SKU_B1,Brand_B,2.0,0.93,0,1,26899
2024-04-01,66,SKU_B2,Brand_B,2.09,0.9,0,1,21120
2024-04-01,66,SKU_C1,Brand_C,2.26,0.97,0,1,13171
2024-04-01,66,SKU_A3,Brand_A,2.42,0.84,1,1,19191
2024-04-08,67,SKU_A1,Brand_A,1.89,0.88,0,1,30167
2024-04-08,67,SKU_A2,Brand_A,2.62,0.84,0,1,4947
2024-04-08,67,SKU_B1,Brand_B,1.92,0.93,0,1,22330
2024-04-08,67,SKU_B2,Brand_B,2.15,0.94,0,1,16685
2024-04-08,67,SKU_C1,Brand_C,2.12,0.8,0,1,11190
2024-04-15,68,SKU_A2,Brand_A,2.56,0.81,0,1,7300
2024-04-15,68,SKU_B2,Brand_B,2.26,0.94,0,1,11812
2024-04-15,68,SKU_C1,Brand_C,2.02,0.95,0,1,12755
2024-04-15,68,SKU_A3,Brand_A,2.14,0.86,1,1,28351
2024-04-22,69,SKU_A1,Brand_A,2.16,0.97,0,1,15754
2024-04-22,69,SKU_A2,Brand_A,2.55,0.94,0,1,8999
2024-04-22,69,SKU_B1,Brand_B,1.78,0.87,0,1,28673
2024-04-22,69,SKU_B2,Brand_B,2.23,0.91,0,1,13805
2024-04-22,69,SKU_C1,Brand_C,1.99,0.87,0,1,16593
2024-04-22,69,SKU_A3,Brand_A,2.23,0.97,1,1,23705
2024-04-29,70,SKU_A1,Brand_A,1.98,0.93,0,1,24242
2024-04-29,70,SKU_A2,Brand_A,2.54,0.82,0,1,6549
2024-04-29,70,SKU_B1,Brand_B,1.98,0.92,0,1,22770
2024-04-29,70,SKU_C1,Brand_C,2.24,0.84,0,1,11612
2024-04-29,70,SKU_A3,Brand_A,2.28,0.94,1,1,25621
2024-05-06,71,SKU_A1,Brand_A,1.97,0.85,0,1,23046
2024-05-06,71,SKU_A2,Brand_A,2.38,0.9,0,1,6267
2024-05-06,71,SKU_B1,Brand_B,1.89,0.97,0,1,18373
2024-05-06,71,SKU_C1,Brand_C,2.01,0.85,0,1,13741
2024-05-13,72,SKU_A1,Brand_A,2.05,0.9,0,1,21693
2024-05-13,72,SKU_A2,Brand_A,2.62,0.88,0,1,4753
2024-05-13,72,SKU_B1,Brand_B,1.76,0.94,0,1,31668
2024-05-13,72,SKU_B2,Brand_B,2.08,0.86,0,1,13529
2024-05-13,72,SKU_A3,Brand_A,2.44,0.96,1,1,19755
2024-05-20,73,SKU_A2,Brand_A,2.41,0.94,0,1,7240
2024-05-20,73,SKU_B1,Brand_B,1.92,0.91,0,1,23120
2024-05-20,73,SKU_B2,Brand_B,2.35,0.9,0,1,11295
2024-05-20,73,SKU_C1,Brand_C,1.99,0.93,0,1,16067
2024-05-20,73,SKU_A3,Brand_A,2.43,0.96,1,1,24507
2024-05-27,74,SKU_A1,Brand_A,2.15,0.88,0,1,13125
2024-05-27,74,SKU_A2,Brand_A,2.65,0.88,0,1,4911
2024-05-27,74,SKU_B1,Brand_B,1.8,0.8,0,1,28805
2024-05-27,74,SKU_B2,Brand_B,2.28,0.96,0,1,14787
2024-05-27,74,SKU_C1,Brand_C,1.96,0.93,0,1,17476
2024-05-27,74,SKU_A3,Brand_A,2.42,0.9,1,1,16801
2024-06-03,75,SKU_A1,Brand_A,1.87,0.84,0,1,23599
2024-06-03,75,SKU_A2,Brand_A,2.48,0.93,0,1,5808
2024-06-03,75,SKU_B1,Brand_B,1.95,0.91,0,1,23158
2024-06-03,75,SKU_B2,Brand_B,2.19,0.98,0,1,11378
2024-06-03,75,SKU_C1,Brand_C,2.15,0.82,0,1,8245
2024-06-03,75,SKU_A3,Brand_A,2.37,0.81,1,1,20527
2024-06-10,76,SKU_A1,Brand_A,2.12,0.94,0,1,20843
2024-06-10,76,SKU_A2,Brand_A,2.4,0.96,0,1,10675
2024-06-10,76,SKU_B1,Brand_B,1.95,0.9,0,1,21720
2024-06-10,76,SKU_C1,Brand_C,2.12,0.87,0,1,11573
2024-06-10,76,SKU_A3,Brand_A,2.39,0.97,1,1,21825
2024-06-17,77,SKU_A1,Brand_A,2.07,0.9,0,1,18299
2024-06-17,77,SKU_A2,Brand_A,2.3,0.88,0,1,9281
2024-06-17,77,SKU_B1,Brand_B,1.84,0.91,0,1,22596
2024-06-17,77,SKU_B2,Brand_B,2.29,0.81,0,1,7476
2024-06-17,77,SKU_A3,Brand_A,2.44,0.83,1,1,20922
2024-06-24,78,SKU_A1,Brand_A,1.87,0.96,0,1,30053
2024-06-24,78,SKU_A2,Brand_A,2.65,0.9,0,1,4436
2024-06-24,78,SKU_B1,Brand_B,1.91,0.88,0,1,17218
2024-06-24,78,SKU_B2,Brand_B,2.3,0.91,0,1,6371
2024-06-24,78,SKU_C1,Brand_C,2.23,0.88,0,1,10521
2024-06-24,78,SKU_A3,Brand_A,2.33,0.93,1,1,23555
2024-07-01,79,SKU_A1,Brand_A,1.92,0.87,0,1,22658
2024-07-01,79,SKU_A2,Brand_A,2.36,0.85,0,1,8363
2024-07-01,79,SKU_B1,Brand_B,2.04,0.86,0,1,13267
