ppg_id,own_price,comp_price,price_gap,tdp,predicted_units,predicted_revenue,current_price,price_change_pct
PPG_07,8.673971257277145,6.118202289237837,2.555768968039308,77.9261090459783,36326.347134707576,315093.69092832546,7.542583701980127,14.999999999999991
PPG_08,13.734046336703498,16.193620364569448,-2.4595740278659495,76.35240974785737,24905.978344856074,342059.86064918723,16.15770157259235,-15.000000000000005
PPG_08,14.541931415333115,16.193620364569448,-1.6516889492363322,76.35240974785737,21671.872476325527,315150.88319257123,16.15770157259235,-10.000000000000005
PPG_08,15.349816493962733,16.193620364569448,-0.843803870606715,76.35240974785737,19000.11177645504,291648.22913336515,16.15770157259235,-5.000000000000009
PPG_08,16.15770157259235,16.193620364569448,-0.03591879197709602,76.35240974785737,16770.556183536697,270973.64201997925,16.15770157259235,0.0
PPG_08,16.96558665122197,16.193620364569448,0.7719662866525212,76.35240974785737,14893.068205854142,252669.63914897735,16.15770157259235,4.999999999999997
PPG_08,17.773471729851586,16.193620364569448,1.5798513652821384,76.35240974785737,13299.033183562336,236369.99032240332,16.15770157259235,9.999999999999995
PPG_08,18.581356808481203,16.193620364569448,2.3877364439117557,76.35240974785737,11935.531651219615,221778.3723102325,16.15770157259235,14.999999999999995
PPG_09,8.688785655381992,10.900107848805337,-2.211322193423346,79.21634233725554,63829.83238689568,554603.7320286961,10.222100771037637,-14.999999999999996
PPG_09,9.199890693933874,10.900107848805337,-1.7002171548714635,79.21634233725554,55351.915501116324,509231.5723101342,10.222100771037637,-9.999999999999991
PPG_09,9.710995732485754,10.900107848805337,-1.189112116319583,79.21634233725554,48371.409680673365,469734.5529833392,10.222100771037637,-5.000000000000004
PPG_09,10.222100771037637,10.900107848805337,-0.6780070777677007,79.21634233725554,42564.588367189535,435099.51156714774,10.222100771037637,0.0
PPG_09,10.733205809589519,10.900107848805337,-0.16690203921581848,79.21634233725554,37689.33869200559,404527.4290086215,10.222100771037637,5.000000000000004
PPG_09,11.2443108481414,10.900107848805337,0.344202999336062,79.21634233725554,33561.91323790169,377380.5851053184,10.222100771037637,9.999999999999991
PPG_09,11.755415886693282,10.900107848805337,0.8553080378879443,79.21634233725554,30041.00135749323,353144.4646100504,10.222100771037637,14.999999999999996
PPG_10,8.347637580737725,9.048657888580772,-0.7010203078430468,76.42767994965585,66159.661508149,552276.8767343117,9.82075009498556,-15.000000000000002
PPG_10,8.838675085487003,9.048657888580772,-0.20998280309376938,76.42767994965585,57428.38528609225,507590.83822793193,9.82075009498556,-10.000000000000007
PPG_10,9.32971259023628,9.048657888580772,0.28105470165550805,76.42767994965585,50232.42265037346,468654.06603925937,9.82075009498556,-5.000000000000012
PPG_10,9.82075009498556,9.048657888580772,0.7720922064047873,76.42767994965585,44240.97113954213,434479.5215209118,9.82075009498556,0.0
PPG_10,10.311787599734837,9.048657888580772,1.2631297111540647,76.42767994965585,39206.401238042075,404288.08211667085,9.82075009498556,4.999999999999995
PPG_10,10.802825104484114,9.048657888580772,1.7541672159033421,76.42767994965585,34940.616803228426,377457.37236807554,9.82075009498556,9.99999999999999
PPG_10,11.293862609233392,9.048657888580772,2.2452047206526196,76.42767994965585,31298.844169130054,353484.84587396047,9.82075009498556,14.999999999999982
